username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;;
rrcarrs;26/11/2016 21:52;0;0;Donald Trump: Fidel Castro is dead! http:// fb.me/54GZyTb4l;;;;8,02661E+17;https://twitter.com/rrcarrs/status/802661309334437889;;
FOXuknews;26/11/2016 21:52;0;0;"Vladimir Putin sends condolences to Cuba, saying Fidel Castro was a reliable friend of Russia.""… https:// twitter.com/i/web/status/8 02659453329936384 …""";;;;8,02661E+17;https://twitter.com/FOXuknews/status/802661307090669568;;
MistahLarry;26/11/2016 21:52;0;1;The internet's honeymoon with Trudeau comes to an end -he praises Fidel Castro http:// on.mash.to/2gt3urD#tyxMoz 5P2OON … via @mashable pic.twitter.com/Qy0CD2c7Kn;;@mashable;#tyxMoz;8,02661E+17;https://twitter.com/MistahLarry/status/802661306327146496;;
Sleevetalkshow;26/11/2016 21:52;1;1;Finally, Cuban communist dictator Fidel Castro (8/13/1926 - 11/25/2016) burns in Hell. http://www. miamiherald.com/news/nation-wo rld/world/americas/fidel-castro-en/article117186483.html … pic.twitter.com/sbDzNfBY2H;;;;8,02661E+17;https://twitter.com/Sleevetalkshow/status/802661303823179776;;
PayletM;26/11/2016 21:52;0;0;" @MamataOfficial : The world has lost a truly great leader. A pillar of the Communist movement. Fidel Castro , Rest in Peace""""";;@MamataOfficial;;8,02661E+17;https://twitter.com/PayletM/status/802661301931515904;;
AkachiYousoro;26/11/2016 21:52;0;0;Kim Jong Un sends condolences to Raul Castro on the death of Fidel Castro , 2016.11.27 http:// fb.me/6d6RK6w6O;;;;8,02661E+17;https://twitter.com/AkachiYousoro/status/802661298764922880;;
FaceRiperMonkey;26/11/2016 21:52;0;0;Don't forget kids that #Trump did illegal business with Cuban dictator #FidelCastro @realDonaldTrump #traitor pic.twitter.com/FYZStHLapE;;@realDonaldTrump;#Trump #FidelCastro #traitor;8,02661E+17;https://twitter.com/FaceRiperMonkey/status/802661295564541952;;
Illuminatenpost;26/11/2016 21:52;0;0;Fidel Castro Ruz Passes, An Era Ends - http://www. illuminatenpost.de/?p=45466Fidel Castro Ruz Passes, An Era EndsRead more on th... pic.twitter.com/cUlMIFHJEu;;;;8,02661E+17;https://twitter.com/Illuminatenpost/status/802661293618364416;;
cgnetwork;26/11/2016 21:52;0;0;Fidel Castro 's 'True Destiny': His Decades-Long Struggle Against U.S.: The late Cuban… https:// goo.gl/fb/WSUD0M;;;;8,02661E+17;https://twitter.com/cgnetwork/status/802661284131012608;;
cgnetwork;26/11/2016 21:52;0;0;After Fidel Castro 's Death, What's Next For U.S.-Cuba Relationship?: Amherst University… https:// goo.gl/fb/6TRLh3;;;;8,02661E+17;https://twitter.com/cgnetwork/status/802661283548004360;;
pdoenchcbs4;26/11/2016 21:52;2;1;Tonight at 11 on@CBSMiami Hundreds Demonstrate all day on Bird Road after death of Fidel Castro ! pic.twitter.com/t3S7zCfckY;;@CBSMiami;;8,02661E+17;https://twitter.com/pdoenchcbs4/status/802661271631962112;;
saskatoonbuzz;26/11/2016 21:52;1;0;Cuba to observe 9 days of mourning for Fidel Castro : By The Canadian Press Cuba will observe nine days of mourning… http:// m.tbnn.it/MlZYfn;;;;8,02661E+17;https://twitter.com/saskatoonbuzz/status/802661271552159744;;
WhatZ_A_Matta;26/11/2016 21:52;0;0;Fuck Fidel Castro !;;;;8,02661E+17;https://twitter.com/WhatZ_A_Matta/status/802661271074000896;;
hawaiidailynews;26/11/2016 21:52;0;0;Weeping, hopeful, Cubans look to future without Fidel Castro : Music fell silent, weddings were canceled and people… http:// m.tbnn.it/MlZYpW;;;;8,02661E+17;https://twitter.com/hawaiidailynews/status/802661269211783168;;
BdayQueenFeb13;26/11/2016 21:52;0;0;Cuba's polarizing former leader Fidel Castro dead at 90 http:// ln.is/rollingout.com /2016/X1tAR … via @rollingout;;@rollingout;;8,02661E+17;https://twitter.com/BdayQueenFeb13/status/802661268918325249;;
newyorkcityinfo;26/11/2016 21:52;0;0;Fidel Castro dead: World leaders, politicians react to former Cuban president's passing http:// newyorkcityinformer.com/281182/fidel-c astro-dead-world-leaders-politicians-react-to-former-cuban-presidents-passing/ … pic.twitter.com/r159qdUj6C;;;;8,02661E+17;https://twitter.com/newyorkcityinfo/status/802661265579642880;;
EdSkipper;26/11/2016 21:52;14;9;“ Fidel Castro was a true and reliable friend of Russia,” Putin said Saturday. Can Trumpy be the same for that nice Mr. Putin? https:// twitter.com/RealMuckmaker/ status/802637933136121856 …;;;;8,02661E+17;https://twitter.com/EdSkipper/status/802661257832701952;;
MichaelAKoplen;26/11/2016 21:52;0;0;When I visited Cuba, I saw a people enslaved to its government, poverty, fear, corruption, decay..the opposite of freedom. #Fidelcastro;;;#Fidelcastro;8,02661E+17;https://twitter.com/MichaelAKoplen/status/802661256473690113;;
EmbacubaGranada;26/11/2016 21:52;1;0;Stella Calloni Hugs Cubans from Argentina #FidelCastro http://www. plenglish.com/index.php?o=rn &id=6346&SEO=stella-calloni-hugs-cubans-from-argentina …;;;#FidelCastro;8,02661E+17;https://twitter.com/EmbacubaGranada/status/802661243635068928;;
LOrion;26/11/2016 21:52;0;0;AND HERE IS Lawyer, Senator, SOS Kerry: Statement: US Secretary of State John Kerry on death of Fidel Castro : 'As... http:// fb.me/1x7bRVwAw;;;;8,02661E+17;https://twitter.com/LOrion/status/802661240191516672;;
michaelpshipley;26/11/2016 21:52;0;0;"With the death of Fidel Castro , we mark a century of leftist defenses of brutal dictators."" - @ThomasEWoods http:// us5.campaign-archive1.com/?u=77713d21ff5 6f1c126607d2c5&id=cae008ca90&e=5f7c3c2aad … pic.twitter.com/MH8YuB1duJ""";;@ThomasEWoods;;8,02661E+17;https://twitter.com/michaelpshipley/status/802661237104386048;;
InternetShare;26/11/2016 21:52;0;0;The internet's honeymoon with Justin Trudeau comes to an end after he praises Fidel Castro - Mashable http:// dlvr.it/MlZYRt;;;;8,02661E+17;https://twitter.com/InternetShare/status/802661237074997250;;
EglerChiari;26/11/2016 21:52;0;0;Fidel Castro , the leader of the Cuban revolution, died aged 90. Russian... http:// ln.is/azMJO by #zehdeabreu via @c0nvey;;@c0nvey;#zehdeabreu;8,02661E+17;https://twitter.com/EglerChiari/status/802661236408283137;;
MiamiCP;26/11/2016 21:52;0;0;Free drinks and food at Ball & Chain FINKA TABLE & TAP Ralph Pagano's Naked Taco for FidelCastro death http://www. miaminewtimes.com/restaurants/ce lebrate-fidel-castros-death-at-these-miami-restaurants-with-free-coffee-and-cocktails-8951700 …;;;;8,02661E+17;https://twitter.com/MiamiCP/status/802661235808342016;;
cmoscinski;26/11/2016 21:52;1;1;Hmmm wow #Cuba #FidelCastro ... NEXT!;;;#Cuba #FidelCastro;8,02661E+17;https://twitter.com/cmoscinski/status/802661231333085186;;
DarrenTeale1;26/11/2016 21:52;0;0;The Many Crimes of Fidel Castro https://www. mhb.io/e/2lrmw/fg via@CrimeandConsequences;;@CrimeandConsequences;;8,02661E+17;https://twitter.com/DarrenTeale1/status/802661225112989696;;
nbc6;26/11/2016 21:52;10;7;DEATH OF CASTRO: #FidelCastro 's estranged sister will not attend funeral in #Cuba http:// on.nbc6.com/plfpvug pic.twitter.com/Fim5Bilxwp;;;#FidelCastro #Cuba;8,02661E+17;https://twitter.com/nbc6/status/802661221581357056;;
TJRossTX;26/11/2016 21:52;0;0;"Live look at the current scene in Little Havana after hearing the news of the death of Emperor"" Castro. #Cuba #FidelCastro pic.twitter.com/RuZWmwv2FL""";;;#Cuba #FidelCastro;8,02661E+17;https://twitter.com/TJRossTX/status/802661217869451264;;
jocesimk;26/11/2016 21:52;0;0;Read the full text of the President's statement on the death of Fidel Castro : http:// ln.is/sGS1S by #rcavada via @c0nvey;;@c0nvey;#rcavada;8,02661E+17;https://twitter.com/jocesimk/status/802661217710067712;;
WBKnoblock;26/11/2016 21:52;3;17;The same Fidel Castro who repressed civil/political rights for decades and oversaw executions of his opposition? What? https:// twitter.com/cbcalerts/stat us/802496508129968128 …;;;;8,02661E+17;https://twitter.com/WBKnoblock/status/802661215097024512;;
MichaelLegget17;26/11/2016 21:51;0;0;@realDonaldTrump what happened to Fidel Castro;;@realDonaldTrump;;8,02661E+17;https://twitter.com/MichaelLegget17/status/802661207425445888;;
JOSEMORAH;26/11/2016 21:51;0;0;Fidel Castro , Cuban Revolutionary Who Defied U.S., Dies at 90 http:// flip.it/6PteCV;;;;8,02661E+17;https://twitter.com/JOSEMORAH/status/802661206355939328;;
mhzwang;26/11/2016 21:51;0;0;RT & Sputnik comments are in full mourning because of #FidelCastro;;;#FidelCastro;8,02661E+17;https://twitter.com/mhzwang/status/802661201834627072;;
orbitcollection;26/11/2016 21:51;0;0;In intimate ally Venezuela, tears and cheers over Fidel Castro ’s death http:// orbitcollection.in/news/854304/tw itter …;;;;8,02661E+17;https://twitter.com/orbitcollection/status/802661184625225729;;
DunyaNews;26/11/2016 21:51;2;12;Grief, and joy, erupt at Fidel Castro 's death http:// bit.ly/2gxSCK6 pic.twitter.com/J0UmBVExpp;;;;8,02661E+17;https://twitter.com/DunyaNews/status/802661179441156096;;
KashiRDangi;26/11/2016 21:51;0;1;Rolpa Aawaj weekly is out! http:// paper.li/KashiRDangi/13 51243941?edition_id=4ccf88e0-b433-11e6-8835-0cc47a0d1605 … #fidelcastro #trudeaueulogies;;;#fidelcastro #trudeaueulogies;8,02661E+17;https://twitter.com/KashiRDangi/status/802661175506960384;;
missingcogs;26/11/2016 21:51;0;0;I like Fidel Castro and his beard.;;;;8,02661E+17;https://twitter.com/missingcogs/status/802661169471229952;;
SkaraBraeRanch;26/11/2016 21:51;0;1;5 Terrible Responses to Fidel Castro 's Death From World Leaders-Hit & Run : http:// Reason.com #trudeaulogies https://www. google.ca/amp/reason.com /blog/2016/11/26/five-worst-responses-fidel-castro-death/amp?client=safari …;;;#trudeaulogies;8,02661E+17;https://twitter.com/SkaraBraeRanch/status/802661164035379200;;
TheBigLoaf;26/11/2016 21:51;0;0;Steal his look - Fidel Castro pic.twitter.com/ScDoXzrB4O;;;;8,02661E+17;https://twitter.com/TheBigLoaf/status/802661154900348928;;
LizBalmaseda;26/11/2016 21:51;6;6;The wonderful Cuban-born actor Andy Garcia texted me his statement on Castro. 'He claimed history would absolve him, but...' #FidelCastro pic.twitter.com/cO1SwA2yOe;;;#FidelCastro;8,02661E+17;https://twitter.com/LizBalmaseda/status/802661153532952576;;
TAJoesCigar;26/11/2016 21:51;0;1;News: Fidel Castro , revolutionary Cuban icon, dies. http:// theaveragejoescigar.com/2016/11/26/new s-fidel-castro-revolutionary-cuban-icon-dies … pic.twitter.com/64ys3XSnSW;;;;8,02661E+17;https://twitter.com/TAJoesCigar/status/802661144292950017;;
TAJoesCigar;26/11/2016 21:51;0;1;Fidel Castro , revolutionary Cuban icon, dies. Fidel Castro ruled Cuba for decades and was the longtime... http:// fb.me/SzUcUF69;;;;8,02661E+17;https://twitter.com/TAJoesCigar/status/802661143835713537;;
TomVann1;26/11/2016 21:51;1;0;Fidel Castro is being portrayed as a great leader. He was a con artist who promised freedom and enslaved the Cuban people.;;;;8,02661E+17;https://twitter.com/TomVann1/status/802661143781265408;;
Kayakpotomac;26/11/2016 21:51;0;0;#GeraldoRivera lives in some kind of alternate universe & loves seeing old videos of himself! #FidelCastro #FoxNews;;;#GeraldoRivera #FidelCastro #FoxNews;8,02661E+17;https://twitter.com/Kayakpotomac/status/802661141071548416;;
freakyradioshow;26/11/2016 21:51;0;0;Twitter Reacts To Cuban Dictator Fidel Castro ’s Death http://www. freakyfridayradio.com/2016/11/26/twi tter-reacts-to-cuban-dictator-fidel-castros-death/ … pic.twitter.com/X3tl5UEFEX;;;;8,02661E+17;https://twitter.com/freakyradioshow/status/802661140736004097;;
Capt_Wrong;26/11/2016 21:51;0;0;Fidel castro is not dead pic.twitter.com/05OBVgwbVn;;;;8,02661E+17;https://twitter.com/Capt_Wrong/status/802661137821138944;;
mabschum;26/11/2016 21:51;0;0;How fake news helped create the myth of Fidel Castro as a Latin Robin Hood http:// fb.me/8jQrFpyUJ;;;;8,02661E+17;https://twitter.com/mabschum/status/802661131928162305;;
Theo_Boxtart;26/11/2016 21:51;0;0;Song from the day. Buena Vista Social Club - Candela - https:// youtu.be/0DE3CTcGqCs #poparchive . #R_I_P_ Fidel_Castro .;;;#poparchive #R_I_P_;8,02661E+17;https://twitter.com/Theo_Boxtart/status/802661122339991553;;
EmbacubaGranada;26/11/2016 21:51;1;0;Lebanon and Persian Gulf Arab Countries Mourn #Fidel Castro http://www. plenglish.com/index.php?o=rn &id=6362&SEO=lebanon-and-persian-gulf-arab-countries-mourn-fidel-castro …;;;#Fidel;8,02661E+17;https://twitter.com/EmbacubaGranada/status/802661119928266752;;
jimmmydevo1;26/11/2016 21:51;3;3;@JimAvilaABC @ZeroGovGuy the praise for #FidelCastro from the #msm and #liberalmedia is unbelievable. @WeAreforTrump;;@JimAvilaABC @ZeroGovGuy @WeAreforTrump;#FidelCastro #msm #liberalmedia;8,02661E+17;https://twitter.com/jimmmydevo1/status/802661110977560576;;
Kozmocostello;26/11/2016 21:51;0;0;To all of you Fidel Castro apologists: In 1962 he tried to start a nuclear war. http://www. history.com/topics/cold-wa r/fidel-castro/videos/castro-urges-nuclear-attack-on-america …;;;;8,02661E+17;https://twitter.com/Kozmocostello/status/802661101120856064;;
letsusbehonest;26/11/2016 21:51;0;0;Three leaders, three views on the death of tyrant, Fidel Castro http://www. therebel.media/three_leaders_ three_views_on_the_death_of_tyrant_fidel_castro …;;;;8,02661E+17;https://twitter.com/letsusbehonest/status/802661097501114368;;
sydneywilzon;26/11/2016 21:51;0;0;"Castro is bad"" ""America is bad too tho :/"" If they are so equally bad then go fucking move to Cuba and live under Fidel Castro 's brother""";;;;8,02661E+17;https://twitter.com/sydneywilzon/status/802661096633024512;;
llmrtz1;26/11/2016 21:51;0;0;Fidel Castro Dead At Age 90 https:// goo.gl/fb/GzgbNk | http:// usacomment.com;;;;8,02661E+17;https://twitter.com/llmrtz1/status/802661096612134912;;
sohna_raaz;26/11/2016 21:51;0;0;Cuba's Fidel Castro in his own words https:// goo.gl/HgqTUK #Tribune;;;#Tribune;8,02661E+17;https://twitter.com/sohna_raaz/status/802661092728127488;;
_AshlleyL;26/11/2016 21:51;0;0;Why am I just hearing Fidel Castro died I'm sad;;;;8,02661E+17;https://twitter.com/_AshlleyL/status/802661087107842049;;
HistoryInPix;26/11/2016 21:51;223;427;Fidel Castro laying a wreath at the Lincoln Memorial in Washington, 1959. pic.twitter.com/KokmJ3fdxz;;;;8,02661E+17;https://twitter.com/HistoryInPix/status/802661084918415361;;
VeraMBergen;26/11/2016 21:51;8;7;And you're not going to want to miss tomorrow's @MiamiHerald Sunday 16-page special report on the death of Fidel Castro . https:// twitter.com/VeraMBergen/st atus/802660719183458304 …;;@MiamiHerald;;8,02661E+17;https://twitter.com/VeraMBergen/status/802661076349362176;;
test4el;26/11/2016 21:51;0;0;"@bookofproverbs 11:10 When the righteous prosper, the city rejoices; when the wicked perish, there are shouts of joy. #FidelCastro";;@bookofproverbs;#FidelCastro;8,02661E+17;https://twitter.com/test4el/status/802661066417250308;;
10021pop;26/11/2016 21:51;0;0;Fidel Castro 's Foes React: 'Fear Could Be Felt' in Cuba http:// ift.tt/2gtfzNh;;;;8,02661E+17;https://twitter.com/10021pop/status/802661065897054208;;
JakeJusten;26/11/2016 21:51;0;0;Looks like 2016 did what the @CIA couldn't. #FidelCastro;;@CIA;#FidelCastro;8,02661E+17;https://twitter.com/JakeJusten/status/802661064722804736;;
JalenElrod;26/11/2016 21:51;0;0;People are nuanced. Those who agree with his kneeling for the national anthem can disagree with his opinion of Fidel Castro .;;;;8,02661E+17;https://twitter.com/JalenElrod/status/802661064596946948;;
ohmyjunsu;26/11/2016 21:51;0;0;Oh no Justin Trudeau did not just praise Fidel Castro . This is freaking embarrassing. http:// pm.gc.ca/eng/news/2016/ 11/26/statement-prime-minister-canada-death-former-cuban-president-fidel-castro …;;;;8,02661E+17;https://twitter.com/ohmyjunsu/status/802661060230549505;;
tidadurosier;26/11/2016 21:51;0;0;Why Nelson Mandela Loved Fidel Castro http:// fb.me/wQ2tNCON;;;;8,02661E+17;https://twitter.com/tidadurosier/status/802661053381443584;;
XanderTaylor3;26/11/2016 21:51;0;0;Cuban exiles in Miami celebrate the death of Fidel Castro #Miami #Cuba http:// ln.is/www.youtube.co m/QhFMJ …;;;#Miami #Cuba;8,02661E+17;https://twitter.com/XanderTaylor3/status/802661052542394368;;
RR_Funny;26/11/2016 21:51;0;0;Fidel Castro falling over pic.twitter.com/S8mCA1cQDw;;;;8,02661E+17;https://twitter.com/RR_Funny/status/802661050088730624;;
gianni_siragusa;26/11/2016 21:51;0;0;How each US president dealt with Fidel Castro during his five decades in power http://www. independent.co.uk/news/people/fi del-castro-us-presidents-outlasted-and-how-they-dealt-with-him-eisenhower-kennedy-johnson-nixon-a7440486.html …;;;;8,02661E+17;https://twitter.com/gianni_siragusa/status/802661048037687297;;
Unix_Guru;26/11/2016 21:51;0;0;Statement by the Prime Minister of Canada on the death of former Cuban President Fidel Castro | http:// pm.gc.ca/eng/news/2016/ 11/26/statement-prime-minister-canada-death-former-cuban-president-fidel-castro …;;;;8,02661E+17;https://twitter.com/Unix_Guru/status/802661046666272768;;
llmrt293;26/11/2016 21:51;0;1;Fidel Castro Dead At Age 90 https:// goo.gl/fb/AyT1eb | http:// usacomment.com;;;;8,02661E+17;https://twitter.com/llmrt293/status/802661040068628482;;
lindarutter;26/11/2016 21:51;0;2;On the occasion of the death of Cuban dictator Fidel #Castro the recipe for a Cuba Libre cocktail: 1 part rum 2 parts cola 2 lime wedges;;;#Castro;8,02661E+17;https://twitter.com/lindarutter/status/802661038353248257;;
dyingsinstudio;26/11/2016 21:51;0;0;How the world is remembering Fidel Castro . https:// twitter.com/i/moments/8023 96919158837248 …;;;;8,02661E+17;https://twitter.com/dyingsinstudio/status/802661036688076800;;
Hlth_Literacy;26/11/2016 21:51;1;0;Fidel Castro Put Gay Men in Labor Camps. His Niece Mariela Is Leading #Cuba ’s #LGBTQ Revolution http:// ht.ly/1HOS306ydAy MT @Slate #LGBT pic.twitter.com/tVud9iPTcq;;@Slate;#Cuba #LGBTQ #LGBT;8,02661E+17;https://twitter.com/Hlth_Literacy/status/802661033584168960;;
DavidCaune;26/11/2016 21:51;0;0;"Cuban Crisis '62, 1st time I saw crowds of frightened adults. Fr. Anthony DePalma, a writer's writer"" #FidelCastro http:// nyti.ms/2g1IaMO""";;;#FidelCastro;8,02661E+17;https://twitter.com/DavidCaune/status/802661026831314948;;
BajsanThePink;26/11/2016 21:51;0;0;"Couldn't help but think of another legendary orator"" during Trudeau's statement on #FidelCastro @Sargon_of_Akkad https://www. youtube.com/watch?v=wAVvIQ 9a4xk …""";;@Sargon_of_Akkad;#FidelCastro;8,02661E+17;https://twitter.com/BajsanThePink/status/802661023962406912;;
CagedTigersRMad;26/11/2016 21:51;0;4;Miami Cubans who are celebrating the death of #FidelCastro while holding up #Trump signs... You're REALLY missing the #irony , aren't you?;;;#FidelCastro #Trump #irony;8,02661E+17;https://twitter.com/CagedTigersRMad/status/802661019629875200;;
WorldNews7777;26/11/2016 21:51;0;0;Havana mourns Fidel Castro – in pictures https:// goo.gl/fb/Zk7xE7;;;;8,02661E+17;https://twitter.com/WorldNews7777/status/802661011689996290;;
ntouch2020;26/11/2016 21:51;0;0;Colin Kaepernick grilled by Miami Dolphins reporter over Fidel Castro shirt http:// fb.me/1Hd65aKB9;;;;8,02661E+17;https://twitter.com/ntouch2020/status/802661009697734656;;
DandaraQueen;26/11/2016 21:51;0;0;#TitiTalks #podcast episode 3 discussing #FidelCastro #NoDAPL #Travel #traveltips #browngirlstravel https:// soundcloud.com/adrianne-bate/ episode-3 …;;;#TitiTalks #podcast #FidelCastro #NoDAPL #Travel #traveltips #browngirlstravel;8,02661E+17;https://twitter.com/DandaraQueen/status/802661004899282944;;
SafetyPinDaily;26/11/2016 21:51;0;0;Fidel #Castro : Among world's most influential leaders for a half-century | By @alangomez http:// usat.ly/2gqpa7q;;@alangomez;#Castro;8,02661E+17;https://twitter.com/SafetyPinDaily/status/802661000071806977;;
nadiacosta;26/11/2016 21:51;0;0;Fidel Castro was a cruel dictator. Ignore the revisionists http:// blogs.spectator.co.uk/2016/11/fidel- castro-cruel-dictator-ignore-revisionists/ …;;;;8,02661E+17;https://twitter.com/nadiacosta/status/802660998364663808;;
XaniaNews_com;26/11/2016 21:51;0;0;The difference between Havana and Miami when Fidel Castro died was stark http:// dlvr.it/MlZYJM pic.twitter.com/Fa12yviSaC;;;;8,02661E+17;https://twitter.com/XaniaNews_com/status/802660992014426112;;
charliekirk11;26/11/2016 21:51;850;1991;Colin Kaepernick picked the wrong week to praise Fidel Castro And they are playing in Miami. I hear there are a few Cubans there.;;;;8,02661E+17;https://twitter.com/charliekirk11/status/802660991565709312;;
shuckalow;26/11/2016 21:51;0;14;Cuba is lit with the Fidel Castro is dead parties. Can't blame them for being happy;;;;8,02661E+17;https://twitter.com/shuckalow/status/802660988990275584;;
haikueveryday;26/11/2016 21:51;0;0;Justin Trudeau Hammered For Praising Fidel Castro http://www. huffingtonpost.com/entry/ted-cruz -justin-trudeau-castro_us_583a000ce4b09b605600b793 …;;;;8,02661E+17;https://twitter.com/haikueveryday/status/802660986104803328;;
Senator_Baloch;26/11/2016 21:51;11;14;Cubas Fidel Castro in his own words http:// tribune.com.pk/story/1245109/ not-matter-small-faith-plan-action-fidel-castro/ …;;;;8,02661E+17;https://twitter.com/Senator_Baloch/status/802660984842174464;;
bdemy;26/11/2016 21:51;0;0;News Fix is out! http:// paper.li/bdemy/14090103 86?edition_id=31c22e40-b433-11e6-8835-0cc47a0d1605 … #fidelcastro #cuba;;;#fidelcastro #cuba;8,02661E+17;https://twitter.com/bdemy/status/802660984758407168;;
JoMeilak;26/11/2016 21:51;0;0;Who cares Fidel Castro is dead. Some loved him and others didn't like him that much. Let him #RIP & pls move on. https:// twitter.com/DonaldTrumpVot e/status/802631293963898880 …;;;#RIP;8,02661E+17;https://twitter.com/JoMeilak/status/802660982958878720;;
GreeGreece;26/11/2016 21:51;0;0;Statement by the President on the Passing of Fidel Castro https://www. whitehouse.gov/the-press-offi ce/2016/11/26/statement-president-passing-fidel-castro …;;;;8,02661E+17;https://twitter.com/GreeGreece/status/802660982136807424;;
JohnRHaigh;26/11/2016 21:51;0;0;Fidel Castro : Cuban leader condemned as 'dictator' who presided over executions and human rights abuses https://www. google.com/amp/www.indepe ndent.co.uk/news/people/fidel-castro-dies-dead-cuba-dictator-communism-human-rights-abuses-executions-freedoms-censorship-a7440636.html%3Famp?client=safari …;;;;8,02661E+17;https://twitter.com/JohnRHaigh/status/802660967129591808;;
TedHeller;26/11/2016 21:51;0;0;"Young Cuban Strongman Fidel Castro Meeting the Cast of P.S. 87's Production of Fiddler on the Roof"" at the Hotel Teresa pic.twitter.com/V1kP5ryJ00""";;;;8,02661E+17;https://twitter.com/TedHeller/status/802660963719774208;;
wsbradio;26/11/2016 21:51;2;1;Fidel Castro dies: Exiles recall pain with sorrow, freedom with joy http:// bit.ly/2gi4vTZ;;;;8,02661E+17;https://twitter.com/wsbradio/status/802660960800477189;;
HistoryInPix;26/11/2016 21:51;274;519;Fidel Castro playing basketball aged 17, 1943. pic.twitter.com/iY9YEpalgW;;;;8,02661E+17;https://twitter.com/HistoryInPix/status/802660960695676928;;
pablojameskidd;26/11/2016 21:51;0;0;When andrevannoord was part of the Cuban Revolution #VivaCuba #FidelCastro #UMITBENAN https://www. instagram.com/p/BNStzrPhXRn/;;;#VivaCuba #FidelCastro #UMITBENAN;8,02661E+17;https://twitter.com/pablojameskidd/status/802660960343199744;;
DrewKuespert;26/11/2016 21:50;0;0;I see tons of people blasting Trump for his statement on Fidel Castro 's passing. I don't have to agree or... http:// fb.me/1XqC30ro5;;;;8,02661E+17;https://twitter.com/DrewKuespert/status/802660957415731200;;
apperceptions;26/11/2016 21:50;0;0;Fidel Castro was the greatest leader of my lifetime. Many will disagree, but to me, he is one of the few heroes and a true inspiration.;;;;8,02661E+17;https://twitter.com/apperceptions/status/802660936838283264;;
Tonivelos;26/11/2016 21:50;0;0;Fidel Castro Finally Dies, But His Apologists Live On http:// ln.is/thedailybeast. com/7AN4L … via @thedailybeast;;@thedailybeast;;8,02661E+17;https://twitter.com/Tonivelos/status/802660935915737088;;
EleanorTransAm;26/11/2016 21:50;0;0;Fidel Castro 's sister will not go to his funeral in Cuba http:// fb.me/8WdIlFY3z;;;;8,02661E+17;https://twitter.com/EleanorTransAm/status/802660934942597124;;
CanadaFadi;26/11/2016 21:50;12;14;Those who brag about Trudeau kissing Castro's hand a small reminder that US president kissed his ass STFU #trudeaueulogies #FidelCastro pic.twitter.com/KH0rP2qt8T;;;#trudeaueulogies #FidelCastro;8,02661E+17;https://twitter.com/CanadaFadi/status/802660929695518722;;
Young_Nudger;26/11/2016 21:50;0;0;CRAZY. Have these people ever tried shopping in Cuba?!! #UKLabour Fidel Castro : Jeremy Corbyn praises 'huge figure' http://www. bbc.co.uk/news/uk-381170 68 …;;;#UKLabour;8,02661E+17;https://twitter.com/Young_Nudger/status/802660928827301888;;
TomKellyShow;26/11/2016 21:50;0;9;Fidel Castro Dead. Seth Rogan and James Franco officially get greenlight for remake of Weekend at Bernie's.;;;;8,02661E+17;https://twitter.com/TomKellyShow/status/802660912247107584;;
arabstodayEN;26/11/2016 21:50;0;0;#Cuba calls 9 days of national mourning following death of Fidel #Castro https:// goo.gl/AY4IWC @arabstodayEN;;@arabstodayEN;#Cuba #Castro;8,02661E+17;https://twitter.com/arabstodayEN/status/802660912154886144;;
DrFloydBrown;26/11/2016 21:50;0;0;Cuban exiles in Miami celebrate the death of Fidel Castro http:// fb.me/5xMoPHl8q;;;;8,02661E+17;https://twitter.com/DrFloydBrown/status/802660908430462977;;
lizzglusko;26/11/2016 21:50;0;0;"I thought Fidel Castro died 3 years ago""""";;;;8,02661E+17;https://twitter.com/lizzglusko/status/802660906048098304;;
numm3rr;26/11/2016 21:50;0;0;Fidel Castro holding newspaper about an assassination attempt 1959 [623x767] - http:// bit.ly/2fA0XL3 pic.twitter.com/XiVm3Fz78C;;;;8,02661E+17;https://twitter.com/numm3rr/status/802660896422170624;;
France24_en;26/11/2016 21:50;2;2;Party in Miami as news of Fidel Castro 's death spreads http:// f24.my/2gsex7Y;;;;8,02661E+17;https://twitter.com/France24_en/status/802660891313324032;;
DHQLounge;26/11/2016 21:50;0;0;The internet's honeymoon with Justin Trudeau comes to an end after he praises Fidel Castro https:// goo.gl/fb/8Hy9NE;;;;8,02661E+17;https://twitter.com/DHQLounge/status/802660891275776000;;
ByJoeFleming;26/11/2016 21:50;0;0;Rice baseball team witnesses history in Cuba after Fidel Castro 's death http:// usat.ly/2gtcFYM via @usatoday;;@usatoday;;8,02661E+17;https://twitter.com/ByJoeFleming/status/802660883247878144;;
cjwilliamslat;26/11/2016 21:50;0;0;One-Click World Briefing by CJ Williams: Cuban revolutionary icon Fidel Castro dead at 90, Iraqi MPs endorse Shiite militias @cjwilliamslat;;@cjwilliamslat;;8,02661E+17;https://twitter.com/cjwilliamslat/status/802660876113178624;;
DealGenies;26/11/2016 21:50;1;0;Rocket League for $19.99 http:// supremealerts.info/product/13856. html … Fidel Castro pic.twitter.com/WLxvtiJHhy;;;;8,02661E+17;https://twitter.com/DealGenies/status/802660864436248576;;
taymiami;26/11/2016 21:50;0;0;#Cuba Dr. Manny: History will not absolve Fidel Castro via the @FoxNews App http://www. foxnews.com/health/2016/11 /26/dr-manny-history-will-not-absolve-fidel-castro.html …;;@FoxNews;#Cuba;8,02661E+17;https://twitter.com/taymiami/status/802660863895277568;;
